V5,CL-Z891,4.976319,85.328116,0, Front
V5,CL-Z891,15.853187,84.855576,0, Front
V5,CL-Z891,26.721743,84.363916,0, Front
V5,CL-Z891,37.580878,83.858736,0, Front
V5,CL-Z891,48.430013,83.377297,0, Front
V5,CL-Z891,59.269003,82.925241,0, Front
V5,CL-Z891,72.189453,82.409989,0, Front
V5,CL-Z891,81.792351,82.045484,0, Front
V5,CL-Z891,91.386923,81.694321,0, Front
V5,CL-Z891,100.973127,81.356501,0, Front
V5,CL-Z891,110.55096,81.032007,0, Front
V5,CL-Z891,120.120462,80.720827,0, Front
V5,CL-Z891,129.681707,80.422951,0, Front
V5,CL-Z891,142.492346,80.035628,0, Front
V5,CL-Z891,153.193409,79.727906,0, Front
V5,CL-Z891,163.884259,79.429842,0, Front
V5,CL-Z891,174.564942,79.141671,0, Front
V5,CL-Z891,185.23557,78.864993,0, Front
V5,CL-Z891,195.896318,78.600049,0, Front
V5,CL-Z891,208.608994,78.291492,0, Front
V5,CL-Z891,219.168854,78.045006,0, Front
V5,CL-Z891,229.719225,77.803922,0, Front
V5,CL-Z891,240.260132,77.568334,0, Front
V5,CL-Z891,250.791635,77.338886,0, Front
V5,CL-Z891,261.313818,77.115694,0, Front
V5,CL-Z891,273.958293,76.850534,0, Front
V5,CL-Z891,282.89239,76.666699,0, Front
V5,CL-Z891,291.819721,76.484005,0, Front
V5,CL-Z891,300.740237,76.302448,0, Front
V5,CL-Z891,309.653892,76.122029,0, Front
V5,CL-Z891,318.56064,75.942744,0, Front
V5,CL-Z891,331.148492,75.686959,0, Front
V5,CL-Z891,340.469645,75.497383,0, Front
V5,CL-Z891,349.782752,75.304885,0, Front
V5,CL-Z891,359.087584,75.109463,0, Front
V5,CL-Z891,368.383908,74.911114,0, Front
V5,CL-Z891,380.92126,74.707887,0, Front
V5,CL-Z891,390.551814,74.443907,0, Front
V5,CL-Z891,400.178528,74.497069,0, Front
V5,CL-Z891,409.816166,74.871334,0, Front
V5,CL-Z891,419.477216,75.399773,0, Front
V5,CL-Z891,432.063853,76.540071,0, Front
V5,CL-Z891,441.951318,77.653392,0, Front
V5,CL-Z891,451.888933,79.224493,0, Front
V5,CL-Z891,461.887435,81.241679,0, Front
V5,CL-Z891,474.768631,84.331128,0, Front
V5,CL-Z891,483.41466,86.949866,0, Front
V5,CL-Z891,492.083594,89.87866,0, Front
V5,CL-Z891,500.753703,92.930544,0, Front
V5,CL-Z891,513.733749,97.503642,0, Front
V5,CL-Z891,522.50795,99.026762,0, Front
V5,CL-Z891,531.260819,99.141088,0, Front
V5,CL-Z891,540.011345,99.202888,0, Front
V5,CL-Z891,552.857988,81.947658,0, Front
V5,CL-Z891,562.377512,66.293774,0, Front
V5,CL-Z891,571.045374,55.816901,0, Front
V5,CL-Z891,578.93768,49.46605,0, Front
V5,CL-Z891,588.27048,43.937753,0, Front
V5,CL-Z891,595.521164,41.496916,0, Front
V5,CL-Z891,602.511562,40.082063,0, Front
V5,CL-Z891,609.370447,39.66568,0, Front
V5,CL-Z891,616.23992,39.961509,0, Front
V5,CL-Z891,624.694556,41.747397,0, Front
V5,CL-Z891,630.719706,44.297956,0, Front
V5,CL-Z891,637.132478,48.82963,0, Front
V5,CL-Z891,644.166467,57.075515,0, Front
V5,CL-Z891,656.320478,83.48876,0, Front
V5,CL-Z891,666.842793,107.566052,0, Front
V5,CL-Z891,678.721387,118.772828,0, Front
V5,CL-Z891,685.704065,119.527148,0, Front
V5,CL-Z891,692.795833,115.110493,0, Front
V5,CL-Z891,704.971554,102.777761,0, Front
V5,CL-Z891,717.36607,86.968188,0, Front
V5,CL-Z891,729.981215,70.547534,0, Front
V5,CL-Z891,737.689146,62.184673,0, Front
V5,CL-Z891,744.945937,57.050001,0, Front